,Date,Ticker,Open,High,Low,Close,Adj Close,Volume,CDLMARUBOZU,CDL3STARSINSOUTH,CDL3OUTSIDE,CDL3WHITESOLDIERS,CDLBREAKAWAY,CDLEVENINGSTAR,CDLHAMMER,CDLHARAMICROSS,CDLINVERTEDHAMMER,CDLMATCHINGLOW,CDLMORNINGDOJISTAR,CDLPIERCING,CDLRICKSHAWMAN,CDLRISEFALL3METHODS,CDLSEPARATINGLINES,CDLSTICKSANDWICH,CDLUNIQUE3RIVER,CDLTHRUSTING,CDLXSIDEGAP3METHODS
2495,2023-12-11,A,127.62000274658205,129.6300048828125,127.22000122070312,128.97000122070312,128.7522430419922,1897100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100
2496,2023-12-12,A,128.0500030517578,129.1999969482422,127.0,128.7899932861328,128.57254028320312,1453500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2497,2023-12-13,A,129.08999633789062,134.0399932861328,128.77000427246094,133.74000549316406,133.51419067382812,1731400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2498,2023-12-14,A,135.0,138.1699981689453,135.0,137.9600067138672,137.72706604003906,2950500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2499,2023-12-15,A,137.24000549316406,138.89999389648438,136.27999877929688,136.77999877929688,136.54904174804688,4876000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2500,2023-12-18,A,137.58999633789062,138.19000244140625,136.86000061035156,137.52999877929688,137.2977752685547,1634700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2501,2023-12-19,A,138.50999450683594,139.88999938964844,137.32000732421875,139.7899932861328,139.553955078125,1523300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2502,2023-12-20,A,139.7899932861328,141.24000549316406,138.13999938964844,138.17999267578125,137.94668579101562,2120900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2503,2023-12-21,A,139.3800048828125,139.6699981689453,138.0,138.94000244140625,138.7053985595703,1685700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2504,2023-12-22,A,139.61000061035156,140.36000061035156,138.7899932861328,139.57000732421875,139.3343505859375,1204100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2505,2023-12-26,A,139.30999755859375,140.47000122070312,139.08999633789062,139.80999755859375,139.5739288330078,948400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2506,2023-12-27,A,139.77999877929688,140.16000366210938,139.0800018310547,139.82000732421875,139.58392333984375,1182300.0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
2507,2023-12-28,A,140.5399932861328,140.80999755859375,139.64999389648438,139.77000427246094,139.5340118408203,892600.0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
2508,2023-12-29,A,139.07000732421875,139.6999969482422,138.36000061035156,139.02999877929688,139.02999877929688,1014400.0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
2509,2024-01-02,A,138.19000244140625,140.58999633789062,137.91000366210938,138.75,138.75,1441600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2510,2023-01-03,APD,310.0599975585937,311.7699890136719,303.8999938964844,306.57000732421875,299.0749816894531,1020300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2511,2023-01-04,APD,305.94000244140625,308.4100036621094,304.0,306.5899963378906,299.094482421875,966000.0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
2512,2023-01-05,APD,302.6400146484375,304.69000244140625,300.3099975585937,301.82000732421875,294.4411315917969,1715500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2513,2023-01-06,APD,305.1700134277344,311.6600036621094,303.0199890136719,310.17999267578125,302.5966796875,873400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2514,2023-01-09,APD,309.8900146484375,314.4700012207031,306.0299987792969,311.6700134277344,304.05029296875,1436500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2515,2023-01-10,APD,309.9800109863281,312.8299865722656,308.1499938964844,312.6700134277344,305.02587890625,608400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2516,2023-01-11,APD,315.1499938964844,316.5899963378906,312.1600036621094,312.7699890136719,305.1233825683594,835100.0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
2517,2023-01-12,APD,312.7699890136719,314.010009765625,308.8999938964844,310.2099914550781,302.6259460449219,1194800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2518,2023-01-13,APD,307.8599853515625,311.9100036621094,307.07000732421875,311.3999938964844,303.7868957519531,787900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2519,2023-01-17,APD,312.0,312.0,306.010009765625,306.3800048828125,298.8896179199219,1252900.0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2520,2023-01-18,APD,308.25,308.25,302.04998779296875,302.8900146484375,295.4849548339844,793200.0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2521,2023-01-19,APD,302.5899963378906,303.3900146484375,298.19000244140625,299.8900146484375,292.55828857421875,889000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2522,2023-01-20,APD,301.25,304.5799865722656,298.3599853515625,304.3999938964844,296.9580383300781,1197900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2523,2023-01-23,APD,303.8699951171875,309.5599975585937,302.7300109863281,308.7200012207031,301.17242431640625,881700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2524,2023-01-24,APD,308.3699951171875,313.9800109863281,306.9100036621094,313.3399963378906,305.6794738769531,745000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2525,2023-01-25,APD,308.9700012207031,313.1499938964844,308.3399963378906,312.04998779296875,304.4209899902344,707300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2526,2023-01-26,APD,311.44000244140625,316.8999938964844,310.0,316.6099853515625,308.8695068359375,733600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2527,2023-01-27,APD,314.0599975585937,316.3999938964844,312.010009765625,314.1499938964844,306.4696350097656,876600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2528,2023-01-30,APD,313.5599975585937,318.1400146484375,313.3699951171875,313.8999938964844,306.2257995605469,846000.0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
2529,2023-01-31,APD,314.9200134277344,320.8999938964844,314.1700134277344,320.510009765625,312.6741638183594,1911700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2530,2023-02-01,APD,319.1099853515625,320.4200134277344,314.3900146484375,318.1300048828125,310.35235595703125,1357900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2531,2023-02-02,APD,295.3599853515625,299.3399963378906,288.5400085449219,295.5,288.275634765625,2988400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2532,2023-02-03,APD,291.989990234375,293.489990234375,283.239990234375,285.0199890136719,278.0518493652344,2876300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2533,2023-02-06,APD,284.0199890136719,286.54998779296875,280.1700134277344,283.0299987792969,276.1104736328125,1259900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2534,2023-02-07,APD,281.7099914550781,285.7900085449219,280.5599975585937,285.07000732421875,278.1006164550781,1329200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2535,2023-02-08,APD,284.45001220703125,291.0400085449219,284.45001220703125,287.239990234375,280.2175598144531,1349700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2536,2023-02-09,APD,289.9100036621094,290.32000732421875,286.1400146484375,286.8900146484375,279.87615966796875,945400.0,-100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
2537,2023-02-10,APD,286.2900085449219,289.0299987792969,283.6199951171875,287.82000732421875,280.78338623046875,859500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2538,2023-02-13,APD,288.7200012207031,289.3500061035156,285.7699890136719,286.70001220703125,279.6907653808594,698000.0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2539,2023-02-14,APD,286.2300109863281,286.6199951171875,278.79998779296875,281.489990234375,274.6081237792969,1689100.0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2540,2023-02-15,APD,280.0,285.57000732421875,278.0400085449219,284.4599914550781,277.50555419921875,2623500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2541,2023-02-16,APD,280.42999267578125,284.2699890136719,279.3999938964844,280.7300109863281,273.8667297363281,650800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2542,2023-02-17,APD,279.2900085449219,280.8299865722656,277.510009765625,279.7099914550781,272.87164306640625,1141000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2543,2023-02-21,APD,279.54998779296875,280.1499938964844,276.57000732421875,277.510009765625,270.7254333496094,880900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2544,2023-02-22,APD,278.989990234375,280.1499938964844,274.1099853515625,278.2900085449219,271.4863586425781,1148600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2545,2023-02-23,APD,279.1700134277344,280.7099914550781,273.9200134277344,279.7200012207031,272.88140869140625,1377300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2546,2023-02-24,APD,275.7699890136719,282.2900085449219,275.0,280.9800109863281,274.110595703125,1507900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2547,2023-02-27,APD,282.44000244140625,287.6499938964844,282.44000244140625,285.4200134277344,278.4420471191406,1017900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2548,2023-02-28,APD,285.0,287.0799865722656,284.8999938964844,285.9800109863281,278.9884033203125,1038200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2549,2023-03-01,APD,285.07000732421875,291.5799865722656,284.69000244140625,288.2799987792969,281.2321472167969,1038100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2550,2023-03-02,APD,287.5799865722656,293.57000732421875,286.6000061035156,292.0299987792969,284.89044189453125,1092800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2551,2023-03-03,APD,293.0899963378906,294.8999938964844,290.7200012207031,294.7799987792969,287.5732421875,929100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2552,2023-03-06,APD,292.7099914550781,295.0599975585937,292.4800109863281,293.1199951171875,285.9538269042969,631100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2553,2023-03-07,APD,294.260009765625,295.6000061035156,289.760009765625,291.3900146484375,284.26611328125,893300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2554,2023-03-08,APD,291.79998779296875,291.94000244140625,288.1700134277344,290.0400085449219,282.9491577148437,695600.0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2555,2023-03-09,APD,291.20001220703125,291.8099975585937,282.7699890136719,284.0799865722656,277.1347961425781,756700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2556,2023-03-10,APD,284.17999267578125,286.3099975585937,280.0,281.2699890136719,274.3935241699219,860900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2557,2023-03-13,APD,281.989990234375,285.489990234375,280.3299865722656,280.989990234375,274.1203308105469,980700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2558,2023-03-14,APD,284.6400146484375,289.989990234375,283.0400085449219,285.8999938964844,278.91033935546875,1814500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2559,2023-03-15,APD,281.010009765625,281.8900146484375,274.20001220703125,277.0400085449219,270.2669372558594,1293200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2560,2023-03-16,APD,275.3999938964844,281.2099914550781,275.010009765625,279.6499938964844,272.8131408691406,900000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2561,2023-03-17,APD,280.2900085449219,280.2900085449219,273.8399963378906,274.739990234375,268.02313232421875,1545600.0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2562,2023-03-20,APD,276.4700012207031,280.4599914550781,275.69000244140625,279.2099914550781,272.3838806152344,726400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2563,2023-03-21,APD,282.3599853515625,283.2099914550781,275.3999938964844,278.8099975585937,271.99365234375,967000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2564,2023-03-22,APD,279.45001220703125,280.8699951171875,275.1400146484375,275.3599853515625,268.62799072265625,1023300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2565,2023-03-23,APD,275.7099914550781,276.4100036621094,265.8999938964844,266.94000244140625,260.41387939453125,2001900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2566,2023-03-24,APD,265.42999267578125,268.5899963378906,263.8900146484375,267.6700134277344,261.1260681152344,1329500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2567,2023-03-27,APD,271.0599975585937,274.1099853515625,268.3500061035156,270.19000244140625,263.5843811035156,1078500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2568,2023-03-28,APD,270.1400146484375,274.8500061035156,269.6099853515625,273.5400085449219,266.8525085449219,743400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2569,2023-03-29,APD,276.29998779296875,277.260009765625,275.0,276.3299865722656,269.5743103027344,751800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2570,2023-03-30,APD,278.3099975585937,280.3800048828125,277.07000732421875,279.7200012207031,272.88140869140625,808600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2571,2023-03-31,APD,278.8699951171875,287.54998779296875,278.1400146484375,287.2099914550781,281.9522705078125,1487400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2572,2023-04-03,APD,286.57000732421875,289.32000732421875,285.5199890136719,289.0400085449219,283.748779296875,1173700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2573,2023-04-04,APD,288.0,288.9100036621094,283.989990234375,285.25,280.0281677246094,1256600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2574,2023-04-05,APD,283.7300109863281,286.8900146484375,281.8500061035156,283.8800048828125,278.6832275390625,943800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2575,2023-04-06,APD,282.3399963378906,283.6499938964844,280.6199951171875,282.0,276.8376159667969,869200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2576,2023-04-10,APD,280.9800109863281,283.44000244140625,279.4800109863281,283.42999267578125,278.241455078125,768400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2577,2023-04-11,APD,284.29998779296875,287.5299987792969,283.239990234375,285.3299865722656,280.106689453125,598400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2578,2023-04-12,APD,287.1199951171875,288.989990234375,286.2200012207031,287.1700134277344,281.9130249023437,464400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2579,2023-04-13,APD,287.45001220703125,290.1300048828125,285.0899963378906,288.1400146484375,282.8652648925781,552500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2580,2023-04-14,APD,287.0199890136719,289.3299865722656,284.95001220703125,286.2099914550781,280.9705505371094,485500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2581,2023-04-17,APD,287.0299987792969,287.8999938964844,283.9599914550781,286.20001220703125,280.96075439453125,500600.0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
2582,2023-04-18,APD,287.3599853515625,288.010009765625,286.4700012207031,287.7799987792969,282.5118408203125,598400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2583,2023-04-19,APD,287.04998779296875,290.57000732421875,286.1199951171875,290.5,285.1820373535156,521100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2584,2023-04-20,APD,289.3999938964844,293.42999267578125,288.32000732421875,292.4599914550781,287.1061706542969,691700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2585,2023-04-21,APD,291.7099914550781,293.510009765625,289.67999267578125,290.57000732421875,285.2507629394531,1026500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2586,2023-04-24,APD,291.29998779296875,293.3500061035156,290.6099853515625,293.29998779296875,287.9307556152344,626800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2587,2023-04-25,APD,292.19000244140625,292.3999938964844,289.1000061035156,289.94000244140625,284.6322937011719,550800.0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2588,2023-04-26,APD,288.3500061035156,289.7699890136719,283.5400085449219,285.67999267578125,280.4502868652344,847300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2589,2023-04-27,APD,288.1499938964844,292.25,286.8500061035156,291.3800048828125,286.0459289550781,977500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2590,2023-04-28,APD,291.010009765625,295.17999267578125,290.20001220703125,294.3599853515625,288.9714050292969,930900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2591,2023-05-01,APD,294.8999938964844,297.5,294.8999938964844,296.17999267578125,290.758056640625,450200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2592,2023-05-02,APD,293.5599975585937,294.7699890136719,288.92999267578125,292.6300048828125,287.2730407714844,818700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2593,2023-05-03,APD,293.54998779296875,297.7300109863281,292.2300109863281,293.8900146484375,288.510009765625,703400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2594,2023-05-04,APD,294.04998779296875,295.20001220703125,290.19000244140625,291.07000732421875,285.7416381835937,710500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2595,2023-05-05,APD,292.8099975585937,297.8999938964844,291.9200134277344,296.70001220703125,291.2685546875,730900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2596,2023-05-08,APD,297.989990234375,299.8800048828125,294.3299865722656,295.5799865722656,290.16900634765625,1027100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2597,2023-05-09,APD,295.989990234375,297.0,278.739990234375,279.94000244140625,274.8153686523437,1863000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2598,2023-05-10,APD,281.0799865722656,285.5199890136719,278.6199951171875,280.95001220703125,275.806884765625,1199800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2599,2023-05-11,APD,278.3900146484375,278.6199951171875,274.3699951171875,276.54998779296875,271.4873962402344,1234500.0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2600,2023-05-12,APD,277.6099853515625,279.1600036621094,275.1099853515625,278.0,272.910888671875,694900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2601,2023-05-15,APD,278.6099853515625,279.8399963378906,276.3900146484375,279.2900085449219,274.1772766113281,678300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2602,2023-05-16,APD,277.92999267578125,279.3800048828125,273.1499938964844,275.5899963378906,270.5450134277344,663500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2603,2023-05-17,APD,276.07000732421875,277.45001220703125,275.07000732421875,276.20001220703125,271.1438293457031,770200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2604,2023-05-18,APD,275.69000244140625,276.1400146484375,270.7300109863281,275.45001220703125,270.4075622558594,788700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2605,2023-05-19,APD,276.739990234375,280.3800048828125,276.19000244140625,278.9100036621094,273.80419921875,1072000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2606,2023-05-22,APD,279.45001220703125,281.3399963378906,274.6700134277344,275.0,269.9657897949219,608100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2607,2023-05-23,APD,273.1099853515625,274.010009765625,270.9200134277344,271.5,266.5298767089844,713600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2608,2023-05-24,APD,270.32000732421875,271.32000732421875,269.010009765625,270.8399963378906,265.8819580078125,648600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2609,2023-05-25,APD,272.7200012207031,273.1700134277344,270.8500061035156,272.1199951171875,267.1385192871094,779600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2610,2023-05-26,APD,273.3399963378906,274.8900146484375,272.1000061035156,273.8299865722656,268.81719970703125,940900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2611,2023-05-30,APD,276.2200012207031,276.3800048828125,271.6300048828125,274.07000732421875,269.0528259277344,765100.0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2612,2023-05-31,APD,273.3599853515625,273.8900146484375,269.07000732421875,269.1400146484375,264.21307373046875,1078300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2613,2023-06-01,APD,267.70001220703125,274.3800048828125,267.2799987792969,273.1700134277344,268.1693115234375,826700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0
2614,2023-06-02,APD,275.9200134277344,281.8399963378906,275.69000244140625,281.0400085449219,275.8952331542969,912100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2615,2023-06-05,APD,283.3500061035156,283.5,279.7300109863281,279.7799987792969,274.65826416015625,1093500.0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2616,2023-06-06,APD,278.5899963378906,281.54998779296875,276.5899963378906,278.5,273.4017333984375,740700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2617,2023-06-07,APD,276.79998779296875,282.79998779296875,274.4700012207031,282.4200134277344,277.2499694824219,755200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2618,2023-06-08,APD,276.3500061035156,283.9100036621094,276.3500061035156,283.3800048828125,278.1923828125,642100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2619,2023-06-09,APD,282.5400085449219,282.5400085449219,277.8500061035156,278.5899963378906,273.4900817871094,881900.0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2620,2023-06-12,APD,279.5,279.6400146484375,276.8099975585937,278.92999267578125,273.8238220214844,663600.0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2621,2023-06-13,APD,278.29998779296875,285.5899963378906,277.69000244140625,284.8500061035156,279.6354675292969,1005000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
2622,2023-06-14,APD,288.260009765625,291.4599914550781,287.2799987792969,288.8399963378906,283.55242919921875,911400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2623,2023-06-15,APD,288.9800109863281,292.25,287.0599975585937,290.760009765625,285.4372863769531,649700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2624,2023-06-16,APD,291.3099975585937,294.6000061035156,290.8299865722656,293.1700134277344,287.8031616210937,1811000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2625,2023-06-20,APD,289.95001220703125,290.4200134277344,287.29998779296875,289.29998779296875,284.0040283203125,674200.0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2626,2023-06-21,APD,287.69000244140625,290.17999267578125,285.4599914550781,289.1400146484375,283.8469543457031,674900.0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
2627,2023-06-22,APD,287.1400146484375,289.0,284.4800109863281,288.010009765625,282.7376403808594,636500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2628,2023-06-23,APD,286.6300048828125,288.1199951171875,284.6700134277344,286.260009765625,281.0196533203125,712500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2629,2023-06-26,APD,287.1199951171875,288.1600036621094,285.04998779296875,286.3900146484375,281.1473083496094,721500.0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
2630,2023-06-27,APD,286.5799865722656,291.5599975585937,286.5799865722656,291.4100036621094,286.0753479003906,546000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2631,2023-06-28,APD,290.3699951171875,291.8500061035156,288.3900146484375,291.32000732421875,285.9870300292969,606600.0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
2632,2023-06-29,APD,289.94000244140625,295.2900085449219,288.6000061035156,294.75,289.354248046875,567800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2633,2023-06-30,APD,295.8800048828125,300.510009765625,295.1700134277344,299.5299987792969,295.802978515625,1030100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2634,2023-07-03,APD,298.1499938964844,299.20001220703125,295.739990234375,297.07000732421875,293.37359619140625,456600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2635,2023-07-05,APD,294.6300048828125,295.67999267578125,285.8800048828125,287.9700012207031,284.3868408203125,1387600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2636,2023-07-06,APD,285.92999267578125,288.2699890136719,281.7699890136719,287.8399963378906,284.2584533691406,883400.0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
2637,2023-07-07,APD,286.3999938964844,290.4800109863281,285.5400085449219,286.8399963378906,283.2708740234375,890600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2638,2023-07-10,APD,286.8399963378906,291.7799987792969,286.6099853515625,290.0199890136719,286.41131591796875,562700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
