,Datetime,Interval,Ticker,Combined_Signals_65,SMA_65_trend,Open,High,Close_SMA65_Diff_Percent,vol_vs_avrg_vol,RSI,Low,Close,Volume,Avg_Volume_10,ATR,SMA_20,SMA_50,SMA_200,SMA_65,desc_number,rsi_peak_rsi_value,rsi_peak_high_value,rsi_bottom_rsi_value,rsi_bottom_low_value,be_current_rsi_less_than_peak,be_current_price_close_above_rsi_peak,be_pre_signal_1,be_pre_signal_last_10,be_close_below_SMA65,bu_current_rsi_more_than_bottom,bu_current_price_close_below_rsi_bottom,bu_pre_signal_1,bu_pre_signal_last_13,bu_close_above_SMA65,SMA_65_trend_diff
705,11/09:30,1h,CVS,Buy,Down,54.5,54.84,-5.77,2.14,25.91,52.71,52.73,3776797,1762485.9,0.69,55.26,57.01,56.79,55.96,21,45.51,56.27,23.69,55.24,1,0,0,0,1,1,1,1,2,0,-0.16559993859493
706,11/10:30,1h,CVS,Buy,Down,52.7,53.0,-5.84,1.59,25.09,52.25,52.53,3129998,1970984.5,0.69,55.11,56.88,56.77,55.79,20,45.51,56.27,23.69,55.24,1,0,0,0,1,1,1,1,2,0,-0.1701181585138513
707,11/11:30,1h,CVS,Buy,Down,52.53,52.9,-5.82,0.78,24.46,52.35,52.38,1539438,1964194.1,0.68,54.95,56.74,56.75,55.61,19,45.51,56.27,23.69,55.24,1,0,0,0,1,1,1,1,2,0,-0.17439397176107
708,11/12:30,1h,CVS,Buy,Down,52.37,52.5,-5.52,0.62,24.53,52.29,52.38,1137219,1834398.9,0.65,54.79,56.62,56.73,55.44,18,45.51,56.27,23.69,55.24,1,0,0,0,1,1,1,1,2,0,-0.1687878695401323
709,11/13:30,1h,CVS,Buy,Down,52.38,52.4,-5.44,0.84,23.98,52.08,52.26,1568908,1866967.4,0.63,54.63,56.49,56.71,55.27,17,45.51,56.27,23.69,55.24,1,0,0,0,1,1,1,1,2,0,-0.1751515937573913
710,11/14:30,1h,CVS,Buy,Down,52.26,52.37,-5.5,0.95,23.24,52.0,52.1,1846556,1950203.6,0.61,54.47,56.35,56.69,55.13,16,45.51,56.27,23.69,55.24,1,0,0,0,1,0,1,0,2,0,-0.133854605934836
711,11/15:30,1h,CVS,Buy,Down,52.1,52.22,-5.85,1.34,21.67,51.73,51.76,2565044,1915905.0,0.6,54.29,56.2,56.66,54.98,15,45.51,56.27,23.69,55.24,1,0,0,0,1,0,1,0,2,0,-0.1572728012547273
2925,11/09:30,1h,DELL,Buy,Down,117.8,118.0,-4.86,1.42,24.15,115.6,116.97,2304455,1627122.9,1.35,121.11,123.92,132.07,122.95,21,44.41,124.06,21.41,117.07,1,0,0,0,1,1,1,1,2,0,-0.3044544566761402
2926,11/10:30,1h,DELL,Buy,Down,116.96,118.2,-3.74,0.59,32.92,116.72,118.13,972749,1643587.6,1.36,120.82,123.8,132.01,122.72,20,44.41,124.06,21.41,117.07,1,0,0,0,1,1,0,0,2,0,-0.2312848640210489
2927,11/11:30,1h,DELL,Buy,Down,118.12,118.59,-3.85,0.6,31.66,117.52,117.76,974609,1625113.5,1.34,120.54,123.61,131.95,122.47,19,44.41,124.06,21.41,117.07,1,0,0,0,1,1,0,0,2,0,-0.2429726340554197
2928,11/12:30,1h,DELL,Buy,Down,117.76,118.67,-2.97,0.37,37.65,117.65,118.62,532123,1444013.3,1.32,120.32,123.44,131.88,122.25,18,44.41,124.06,21.41,117.07,1,0,0,0,1,1,0,0,2,0,-0.2196969696969688
2929,11/13:30,1h,DELL,Buy,Down,118.62,118.9,-2.87,0.43,37.25,118.32,118.52,551007,1296356.3,1.27,120.09,123.28,131.81,122.02,17,44.41,124.06,21.41,117.07,1,0,0,0,1,1,0,0,2,0,-0.2306060791015625
2930,11/14:30,1h,DELL,Buy,Down,118.54,119.18,-2.21,0.58,41.13,118.54,119.08,689523,1193163.3,1.22,119.88,123.13,131.75,121.78,16,44.41,124.06,21.41,117.07,1,0,0,0,1,1,0,0,2,0,-0.2449999722567355
2931,11/15:30,1h,DELL,Buy,Down,119.07,119.16,-2.32,0.98,39.43,118.39,118.72,1090483,1110221.2,1.19,119.67,122.98,131.7,121.53,15,44.41,124.06,21.41,117.07,1,0,0,0,1,1,0,0,2,0,-0.2442393447413593
1628,11/09:30,1h,DG,Sell,Up,82.18,82.69,2.08,0.79,58.69,81.71,82.45,335798,427350.3,1.09,81.75,79.98,77.94,80.77,21,62.35,82.6,53.18,80.71,1,0,0,2,0,1,0,0,0,1,0.0760939626982803
1629,11/10:30,1h,DG,Sell,Up,82.45,82.58,0.83,0.93,51.74,80.88,81.49,402693,430780.4,1.13,81.74,80.08,77.94,80.82,20,62.35,82.6,53.18,80.71,1,0,0,2,0,0,0,0,0,1,0.0560605598218444
1630,11/11:30,1h,DG,Sell,Up,81.5,81.74,0.74,0.78,51.74,81.2,81.49,308049,396993.3,1.09,81.72,80.17,77.95,80.89,19,62.35,82.6,53.18,80.71,1,0,0,2,0,0,0,0,0,1,0.0643939393939376
2269,11/15:30,1h,DJT,Sell,Up,35.72,36.29,3.52,1.23,63.61,35.71,36.22,1864074,1513027.0,0.77,35.27,34.76,32.13,34.99,15,63.75,36.08,39.51,32.71,1,1,1,2,0,1,0,0,0,1,0.0515151746345239
750,11/09:30,1h,DVN,Buy,Down,34.92,34.93,-1.75,1.39,36.42,34.61,34.87,1529299,1103002.3,0.31,35.19,36.11,38.07,35.49,21,48.52,35.89,23.59,34.76,1,0,0,0,1,1,0,0,2,0,-0.0497000723174068
751,11/10:30,1h,DVN,Buy,Down,34.87,34.91,-2.46,1.02,31.94,34.56,34.56,1155498,1134959.4,0.32,35.17,36.06,38.05,35.44,20,48.52,35.89,31.94,34.56,1,0,0,0,1,0,0,0,2,0,-0.0527273235899059
752,11/11:30,1h,DVN,Buy,Down,34.57,34.73,-2.3,0.87,32.24,34.57,34.58,943005,1090087.0,0.31,35.15,36.0,38.03,35.39,19,48.52,35.89,31.94,34.56,1,0,0,0,1,1,0,0,2,0,-0.0472726532907188
753,11/12:30,1h,DVN,Buy,Down,34.58,34.66,-1.98,0.87,34.37,34.53,34.64,909856,1049496.1,0.29,35.14,35.95,38.01,35.34,18,48.52,35.89,31.94,34.56,1,0,0,0,1,1,0,0,2,0,-0.0451848579175546
754,11/13:30,1h,DVN,Buy,Down,34.64,34.74,-1.61,1.24,36.94,34.57,34.73,1345455,1083329.8,0.29,35.14,35.9,37.99,35.3,17,48.52,35.89,31.94,34.56,1,0,0,0,1,1,0,0,2,0,-0.0473090663100705
755,11/14:30,1h,DVN,Buy,Down,34.72,34.83,-1.33,1.42,38.67,34.69,34.78,1702321,1198049.0,0.27,35.13,35.84,37.98,35.25,16,38.67,34.83,31.94,34.56,0,0,0,0,1,1,0,0,2,0,-0.0440909645774212
756,11/15:30,1h,DVN,Buy,Down,34.78,34.82,-1.29,1.22,38.16,34.66,34.76,1574333,1293971.6,0.27,35.1,35.79,37.96,35.21,15,38.67,34.83,31.94,34.56,1,0,0,0,1,1,0,0,2,0,-0.0401515382708907
1878,11/09:30,1h,FSLR,Sell,Down,205.68,206.24,0.68,2.06,51.43,199.21,199.77,654557,317201.0,3.04,198.32,200.89,195.26,198.41,21,60.97,204.98,42.57,194.76,1,0,0,2,0,1,0,0,0,1,-0.0622725053267174
1879,11/10:30,1h,FSLR,Sell,Down,200.01,200.24,0.74,1.09,51.55,197.31,199.82,372648,342388.7,3.03,198.57,200.75,195.28,198.34,20,60.97,204.98,42.57,194.76,1,0,0,2,0,1,0,0,0,1,-0.0703027898615005
1880,11/11:30,1h,FSLR,Sell,Down,199.82,200.93,0.36,0.51,49.34,198.44,198.97,172265,336740.0,2.99,198.79,200.56,195.29,198.26,19,60.97,204.98,49.34,198.44,1,0,0,2,0,0,0,0,0,1,-0.0860604950875654
1881,11/12:30,1h,FSLR,Sell,Up,199.0,199.7,0.73,0.5,51.27,198.44,199.7,158299,317872.0,2.87,199.02,200.42,195.31,198.26,18,60.97,204.98,49.34,198.44,1,0,0,2,0,1,0,0,0,1,0.0024242979107214
1882,11/13:30,1h,FSLR,Sell,Up,199.64,202.0,1.88,0.65,56.87,199.22,202.0,204072,313172.6,2.86,199.46,200.34,195.33,198.28,17,56.87,202.0,49.34,198.44,0,1,0,2,0,1,0,0,0,1,0.0190910570549363
1883,11/14:30,1h,FSLR,Sell,Up,201.8,202.59,1.34,0.64,54.08,200.98,201.04,206740,323029.1,2.77,199.79,200.26,195.33,198.38,16,56.87,202.0,49.34,198.44,1,0,0,2,0,1,0,0,0,1,0.1036363081498166
1884,11/15:30,1h,FSLR,Sell,Up,200.97,201.54,1.28,0.95,54.05,200.45,201.03,301200,317227.3,2.65,199.97,200.13,195.34,198.5,15,56.87,202.0,49.34,198.44,1,0,0,2,0,1,0,0,0,1,0.1165151885061845
3241,11/09:30,1h,GLW,Buy,Down,48.68,48.68,-2.07,1.18,30.08,48.03,48.1,482548,409199.1,0.3,48.84,49.16,48.18,49.12,21,46.75,48.98,28.81,48.32,1,0,0,0,1,1,1,1,2,0,-0.0318182742956949
3242,11/10:30,1h,GLW,Buy,Down,48.1,48.13,-2.17,1.12,28.84,47.85,48.02,462426,412502.1,0.3,48.75,49.14,48.18,49.09,20,46.75,48.98,28.81,48.32,1,0,0,0,1,1,1,1,2,0,-0.0312120842211172
3243,11/11:30,1h,GLW,Buy,Down,48.03,48.15,-2.03,0.58,30.39,47.91,48.06,217020,373726.0,0.3,48.68,49.11,48.17,49.06,19,46.75,48.98,28.81,48.32,1,0,0,0,1,1,1,1,2,0,-0.0284848068699687
3244,11/12:30,1h,GLW,Buy,Down,48.06,48.1,-1.97,0.76,30.39,48.01,48.06,265170,349701.2,0.28,48.6,49.08,48.17,49.03,18,46.75,48.98,28.81,48.32,1,0,0,0,1,1,1,1,2,0,-0.0313636317397651
3245,11/13:30,1h,GLW,Buy,Down,48.06,48.07,-2.04,0.69,29.1,47.94,47.99,233225,336316.5,0.27,48.52,49.05,48.17,48.99,17,46.75,48.98,28.81,48.32,1,0,0,0,1,1,1,1,2,0,-0.0351515105276405
3246,11/14:30,1h,GLW,Buy,Down,47.99,48.01,-2.23,1.15,26.63,47.83,47.85,403585,351374.1,0.27,48.43,49.02,48.17,48.94,16,46.75,48.98,28.81,48.32,1,0,0,0,1,0,1,0,2,0,-0.0503787416400314
3247,11/15:30,1h,GLW,Buy,Down,47.85,47.85,-2.51,1.93,23.57,47.58,47.65,777519,402500.5,0.27,48.37,48.98,48.17,48.87,15,46.75,48.98,23.57,47.58,1,0,0,0,1,0,0,0,2,0,-0.0674241961854846
218,11/09:30,1h,GOOG,Sell,Up,186.8,195.21,8.19,2.81,84.68,186.26,193.35,13484424,4791066.7,2.11,180.71,176.87,175.57,178.71,21,85.84,188.03,60.58,176.52,1,1,1,2,0,1,0,0,0,1,0.5464634750828452
219,11/10:30,1h,GOOG,Sell,Up,193.36,194.52,7.71,0.96,83.31,192.55,193.06,4783778,5008769.9,2.1,181.55,177.27,175.62,179.23,20,85.84,188.03,60.58,176.52,1,1,1,2,0,1,0,0,0,1,0.5180423620975318
220,11/11:30,1h,GOOG,Sell,Up,193.08,195.28,8.53,0.78,85.13,192.88,195.15,4038936,5187789.1,2.12,182.48,177.73,175.69,179.81,19,85.84,188.03,60.58,176.52,1,1,1,2,0,1,0,0,0,1,0.5800027558297813
221,11/12:30,1h,GOOG,Sell,Up,195.17,196.75,8.39,0.96,85.45,194.7,195.53,4136852,4308444.1,2.11,183.45,178.18,175.76,180.39,18,85.45,196.75,60.58,176.52,0,0,0,2,0,1,0,0,0,1,0.5806061715790918
222,11/13:30,1h,GOOG,Sell,Up,195.53,195.87,7.38,0.72,79.58,194.09,194.29,3065669,4242189.9,2.09,184.36,178.61,175.84,180.94,17,85.45,196.75,60.58,176.52,1,0,0,2,0,1,0,0,0,1,0.5511451489997796
223,11/14:30,1h,GOOG,Sell,Up,194.27,195.84,7.86,0.82,81.29,193.79,195.82,3545013,4340870.9,2.09,185.33,179.07,175.93,181.55,16,85.45,196.75,60.58,176.52,1,0,0,2,0,1,0,0,0,1,0.604963822798311
224,11/15:30,1h,GOOG,Sell,Up,195.82,196.89,7.97,0.79,82.23,195.2,196.72,3574922,4498082.4,2.06,186.36,179.54,176.02,182.19,15,85.45,196.75,60.58,176.52,1,0,0,2,0,1,0,0,0,1,0.6457575017755346
2559,11/09:30,1h,GOOGL,Sell,Up,185.35,193.7,8.35,3.04,84.43,184.86,191.87,23219297,7628862.7,2.13,179.1,175.26,173.97,177.08,21,86.25,186.36,58.79,173.67,1,1,1,2,0,1,0,0,0,1,0.5477276426373123
2560,11/10:30,1h,GOOGL,Sell,Up,191.88,193.15,7.9,0.91,83.4,191.1,191.64,7417742,8192131.6,2.12,179.95,175.66,174.02,177.6,20,86.25,186.36,58.79,173.67,1,1,1,2,0,1,0,0,0,1,0.520757501775563
2561,11/11:30,1h,GOOGL,Sell,Up,191.62,193.94,8.77,0.6,85.26,191.49,193.81,4987834,8341493.7,2.14,180.89,176.12,174.09,178.19,19,86.25,186.36,58.79,173.67,1,1,1,2,0,1,0,0,0,1,0.5860151811079675
2562,11/12:30,1h,GOOGL,Sell,Up,193.84,195.45,8.61,0.88,85.54,193.27,194.16,5995458,6776627.4,2.15,181.88,176.57,174.16,178.77,18,85.54,195.45,58.79,173.67,0,0,0,2,0,1,0,0,0,1,0.5857576312440926
2563,11/13:30,1h,GOOGL,Sell,Up,194.15,194.53,7.61,0.71,80.0,192.77,192.98,4734699,6635717.9,2.12,182.81,177.01,174.25,179.33,17,85.54,195.45,58.79,173.67,1,0,0,2,0,1,0,0,0,1,0.5618179783676283
2564,11/14:30,1h,GOOGL,Sell,Up,192.98,194.61,8.13,0.76,81.73,192.42,194.58,5103310,6728178.6,2.12,183.8,177.48,174.34,179.95,16,85.54,195.45,58.79,173.67,1,0,0,2,0,1,0,0,0,1,0.6181820956143724
2565,11/15:30,1h,GOOGL,Sell,Up,194.58,195.61,8.21,0.94,82.6,193.91,195.44,6627302,7078449.2,2.09,184.85,177.96,174.43,180.61,15,85.54,195.45,58.79,173.67,1,0,0,2,0,1,0,0,0,1,0.6581818551728418
1983,11/09:30,1h,INTC,Buy,Down,20.12,20.22,-4.35,1.41,26.79,19.93,19.93,15284469,10813946.2,0.25,20.59,21.67,23.55,20.84,21,35.28,20.97,23.16,19.97,1,0,0,0,1,1,1,1,2,0,-0.0578787832549139
1984,11/10:30,1h,INTC,Buy,Down,19.93,20.1,-3.6,0.8,30.56,19.87,20.03,8910143,11115511.1,0.25,20.54,21.58,23.53,20.78,20,35.28,20.97,23.16,19.97,1,0,0,0,1,1,0,0,2,0,-0.0586454796068558
1985,11/11:30,1h,INTC,Buy,Down,20.04,20.08,-3.39,0.64,30.32,19.95,20.02,7098228,11029115.4,0.24,20.5,21.47,23.52,20.72,19,35.28,20.97,23.16,19.97,1,0,0,0,1,1,0,0,2,0,-0.0614484729188866
1986,11/12:30,1h,INTC,Buy,Down,20.01,20.2,-2.39,0.69,36.11,19.95,20.17,6678427,9610731.6,0.24,20.47,21.37,23.51,20.67,18,35.28,20.97,23.16,19.97,0,0,0,0,1,1,0,0,2,0,-0.0556878754586875
1987,11/13:30,1h,INTC,Buy,Down,20.18,20.25,-2.17,0.68,35.96,20.11,20.17,6348814,9386762.3,0.24,20.44,21.29,23.5,20.61,17,35.28,20.97,23.16,19.97,0,0,0,0,1,1,0,0,2,0,-0.0540029930345973
1988,11/14:30,1h,INTC,Buy,Down,20.16,20.24,-1.92,0.88,37.09,20.09,20.19,8185778,9325355.7,0.23,20.4,21.22,23.49,20.59,16,35.28,20.97,23.16,19.97,0,0,0,0,1,1,0,0,2,0,-0.0242848251805121
1989,11/15:30,1h,INTC,Buy,Down,20.19,20.22,-2.25,0.98,34.8,20.09,20.09,9422112,9565771.0,0.22,20.36,21.14,23.48,20.56,15,35.28,20.97,23.16,19.97,1,0,0,0,1,1,0,0,2,0,-0.0303030303030311
363,11/09:30,1h,IOT,Buy,Down,45.21,45.56,-11.34,0.92,20.66,44.59,45.53,1118032,1216498.0,0.93,48.93,52.36,51.66,51.35,21,40.32,53.06,14.74,45.41,1,0,0,0,1,1,0,0,2,0,-0.3359090631658361
364,11/10:30,1h,IOT,Buy,Down,45.53,46.01,-10.22,0.6,24.19,45.4,45.83,748693,1241713.5,0.9,48.62,52.18,51.64,51.05,20,40.32,53.06,14.74,45.41,1,0,0,0,1,1,0,0,2,0,-0.2999999306418672
365,11/11:30,1h,IOT,Buy,Down,45.83,45.86,-10.0,0.32,23.58,45.54,45.67,369449,1166397.0,0.86,48.3,52.02,51.62,50.74,19,40.32,53.06,14.74,45.41,1,0,0,0,1,1,0,0,2,0,-0.3062121073404924
366,11/12:30,1h,IOT,Buy,Down,45.67,45.85,-9.78,0.33,22.96,45.44,45.5,294754,891118.0,0.83,47.96,51.86,51.61,50.44,18,40.32,53.06,14.74,45.41,1,0,0,0,1,1,0,0,2,0,-0.3057211673621012
367,11/13:30,1h,IOT,Buy,Down,45.5,45.99,-8.54,0.59,27.34,45.46,45.85,459037,771531.2,0.81,47.6,51.7,51.59,50.13,17,40.32,53.06,14.74,45.41,1,0,0,0,1,1,0,0,2,0,-0.3030303030303045
368,11/14:30,1h,IOT,Buy,Down,45.85,46.34,-7.09,0.6,32.76,45.85,46.31,433836,723821.8,0.79,47.3,51.56,51.57,49.85,16,40.32,53.06,14.74,45.41,1,0,0,0,1,1,0,0,2,0,-0.2869696183638126
369,11/15:30,1h,IOT,Buy,Down,46.31,46.53,-6.42,1.3,33.69,46.1,46.39,910750,703164.9,0.76,47.09,51.42,51.56,49.57,15,40.32,53.06,14.74,45.41,1,0,0,0,1,1,0,0,2,0,-0.2737878741640003
1036,11/14:30,1h,LOW,Buy,Down,269.05,269.55,-1.34,0.95,37.36,268.54,268.73,212636,223579.6,1.77,272.16,272.32,269.19,272.39,16,64.5,280.64,36.17,268.81,1,0,0,0,1,1,1,1,2,0,-0.0851514411695006
1037,11/15:30,1h,LOW,Buy,Down,268.72,269.12,-1.62,2.07,34.74,267.24,267.89,548152,264781.3,1.77,271.69,272.24,269.22,272.29,15,64.5,280.64,36.17,268.81,1,0,0,0,1,0,1,0,2,0,-0.0963634144176239
2549,11/09:30,1h,LUNR,Buy,Down,11.83,11.91,-6.6,2.27,31.55,11.39,11.6,3382901,1492959.8,0.39,12.33,13.01,11.56,12.42,21,50.99,12.9,31.55,11.39,1,0,0,0,1,0,0,0,2,0,-0.0236333211263026
2550,11/10:30,1h,LUNR,Buy,Down,11.61,11.79,-5.73,0.67,33.91,11.47,11.68,990081,1486398.4,0.39,12.3,12.93,11.58,12.39,20,50.99,12.9,31.55,11.39,1,0,0,0,1,1,0,0,2,0,-0.0307575572620741
2551,11/11:30,1h,LUNR,Buy,Down,11.67,11.81,-5.37,0.62,34.22,11.5,11.69,908478,1473540.9,0.38,12.27,12.87,11.6,12.35,19,50.99,12.9,31.55,11.39,1,0,0,0,1,1,0,0,2,0,-0.03629395456025
2552,11/12:30,1h,LUNR,Buy,Down,11.69,11.8,-4.49,0.42,36.72,11.58,11.77,569614,1348309.6,0.37,12.23,12.81,11.61,12.32,18,50.99,12.9,31.55,11.39,1,0,0,0,1,1,0,0,2,0,-0.0329393907026798
2553,11/13:30,1h,LUNR,Buy,Down,11.76,11.8,-5.06,0.36,34.84,11.65,11.66,440740,1213267.6,0.35,12.19,12.75,11.63,12.29,17,50.99,12.9,31.55,11.39,1,0,0,0,1,1,0,0,2,0,-0.0348484732887985
2554,11/14:30,1h,LUNR,Buy,Down,11.66,11.73,-4.49,0.73,35.7,11.61,11.69,866011,1182976.8,0.34,12.15,12.7,11.65,12.24,16,50.99,12.9,31.55,11.39,1,0,0,0,1,1,0,0,2,0,-0.046663659991637
2555,11/15:30,1h,LUNR,Buy,Down,11.68,11.83,-4.37,0.76,35.3,11.64,11.67,917732,1199789.8,0.33,12.12,12.64,11.67,12.2,15,50.99,12.9,31.55,11.39,1,0,0,0,1,1,0,0,2,0,-0.0365151492032165
333,11/09:30,1h,MARA,Buy,Down,23.47,24.61,-2.11,2.57,50.23,23.3,24.35,18946046,7376402.1,0.76,24.38,24.96,22.29,24.88,21,50.23,24.61,31.59,22.55,0,0,0,0,1,1,0,0,2,0,-0.0168181910659264
334,11/10:30,1h,MARA,Buy,Down,24.35,24.41,-3.57,1.19,46.92,23.64,23.96,9177680,7698691.6,0.76,24.28,24.92,22.31,24.85,20,50.23,24.61,31.59,22.55,1,0,0,0,1,1,0,0,2,0,-0.0327273282137845
335,11/11:30,1h,MARA,Buy,Down,23.94,24.2,-5.14,0.91,43.45,23.45,23.51,7021147,7754970.0,0.76,24.12,24.87,22.33,24.79,19,50.23,24.61,31.59,22.55,1,0,0,0,1,1,0,0,2,0,-0.0595908887458556
1913,11/09:30,1h,MRVL,Buy,Down,109.89,111.31,-1.2,2.02,56.5,108.48,110.15,3637356,1803202.0,1.85,108.9,107.61,94.02,111.49,21,43.29,108.71,36.36,105.07,0,1,0,0,1,1,0,0,2,0,-0.2522726347952471
1914,11/10:30,1h,MRVL,Buy,Down,110.13,111.06,-0.31,0.74,58.64,109.43,110.9,1332633,1791539.0,1.83,108.74,107.92,94.16,111.25,20,43.29,108.71,36.36,105.07,0,1,0,0,1,1,0,0,2,0,-0.2357575387665491
297,11/09:30,1h,NRG,Buy,Down,94.83,95.34,-3.27,0.79,39.54,93.63,94.83,207065,262610.7,1.08,96.19,98.77,94.87,98.03,21,39.71,97.05,28.86,93.52,1,0,0,0,1,1,0,0,2,0,-0.2033333055900783
298,11/10:30,1h,NRG,Buy,Down,94.83,95.34,-2.62,0.53,42.66,94.39,95.3,132062,249377.8,1.07,96.01,98.66,94.91,97.86,20,39.71,97.05,28.86,93.52,0,0,0,0,1,1,0,0,2,0,-0.1696969234581899
299,11/11:30,1h,NRG,Buy,Down,95.35,95.39,-2.9,0.6,40.57,94.86,94.86,129064,216558.7,1.03,95.8,98.55,94.94,97.7,19,39.71,97.05,28.86,93.52,0,0,0,0,1,1,0,0,2,0,-0.1656061808268276
300,11/12:30,1h,NRG,Buy,Down,94.89,95.42,-2.21,0.48,44.12,94.82,95.39,89965,189316.7,1.0,95.62,98.46,94.97,97.54,18,39.71,97.05,28.86,93.52,0,0,0,0,1,1,0,0,2,0,-0.1540908813476562
301,11/13:30,1h,NRG,Buy,Down,95.4,96.15,-1.67,0.8,46.55,95.28,95.76,149172,186486.1,0.99,95.43,98.38,95.0,97.39,17,39.71,97.05,28.86,93.52,0,0,0,0,1,1,0,0,2,0,-0.1569697062174384
302,11/14:30,1h,NRG,Buy,Down,95.76,95.86,-1.67,0.8,45.63,95.45,95.6,136176,170960.4,0.95,95.25,98.29,95.03,97.23,16,39.71,97.05,28.86,93.52,0,0,0,0,1,1,0,0,2,0,-0.1581818551728275
303,11/15:30,1h,NRG,Buy,Down,95.65,95.91,-1.6,1.6,44.97,95.42,95.49,296430,185356.7,0.91,95.23,98.2,95.07,97.05,15,39.71,97.05,28.86,93.52,0,0,0,0,1,1,0,0,2,0,-0.1824243718927789
394,11/12:30,1h,NVAX,Buy,Up,8.79,8.85,-0.05,0.64,48.36,8.77,8.79,154290,239866.4,0.15,8.92,8.7,8.67,8.79,18,64.82,9.2,46.65,8.76,1,0,0,0,1,1,0,0,2,0,0.0181211991743612
395,11/13:30,1h,NVAX,Buy,Up,8.8,8.81,-0.0,0.67,49.53,8.66,8.81,157591,234628.8,0.15,8.91,8.7,8.66,8.81,17,64.82,9.2,46.65,8.76,1,0,0,0,1,1,0,0,2,0,0.015757589629203
396,11/14:30,1h,NVAX,Buy,Up,8.81,8.85,-0.63,0.57,47.22,8.77,8.77,132107,229961.6,0.15,8.9,8.7,8.66,8.83,16,64.82,9.2,47.22,8.77,1,0,0,0,1,0,1,0,2,0,0.0153788075302578
397,11/15:30,1h,NVAX,Buy,Up,8.77,8.85,-0.33,1.83,49.69,8.74,8.81,458005,249650.9,0.14,8.89,8.7,8.65,8.84,15,64.82,9.2,47.22,8.77,1,0,0,0,1,1,0,0,2,0,0.0123939514160156
21,11/09:30,1h,NVDA,Buy,Down,137.4,138.05,-3.51,1.95,37.98,135.21,136.21,48972591,25146363.8,1.61,138.74,140.68,141.59,141.16,21,45.46,141.82,28.57,133.8,1,0,0,0,1,1,0,0,2,0,-0.2536362156723442
22,11/10:30,1h,NVDA,Buy,Down,136.2,137.71,-2.36,0.87,45.05,135.57,137.65,22757958,26176911.0,1.65,138.48,140.65,141.58,140.97,20,45.46,141.82,28.57,133.8,1,0,0,0,1,1,0,0,2,0,-0.1872757420395316
23,11/11:30,1h,NVDA,Buy,Down,137.65,139.05,-1.52,0.81,49.27,137.18,138.63,21971597,27228747.4,1.66,138.28,140.64,141.58,140.76,19,45.46,141.82,28.57,133.8,0,0,0,0,1,1,0,0,2,0,-0.2083333333333428
24,11/12:30,1h,NVDA,Buy,Down,138.64,139.18,-0.99,0.59,51.51,138.23,139.18,14256316,24016921.6,1.61,138.11,140.64,141.57,140.58,18,45.46,141.82,28.57,133.8,0,0,0,0,1,1,0,0,2,0,-0.1879152240175301
25,11/13:30,1h,NVDA,Buy,Down,139.18,139.93,-0.68,0.72,52.65,139.1,139.45,16419617,22674363.6,1.56,137.97,140.67,141.57,140.4,17,45.46,141.82,28.57,133.8,0,0,0,0,1,1,0,0,2,0,-0.1722333503491881
26,11/14:30,1h,NVDA,Buy,Down,139.45,140.17,-0.11,0.85,55.33,139.35,140.11,18622791,21924474.1,1.5,137.86,140.71,141.57,140.27,16,55.33,140.17,28.57,133.8,0,0,0,0,1,1,0,0,2,0,-0.136315085671157
27,11/15:30,1h,NVDA,Buy,Down,140.12,140.12,-0.57,0.62,51.32,138.94,139.27,13537749,21893638.1,1.48,137.89,140.72,141.57,140.07,15,55.33,140.17,28.57,133.8,1,0,0,0,1,1,0,0,2,0,-0.2022728197502488
1008,11/12:30,1h,NVO,Sell,Up,111.26,112.52,1.41,0.81,63.64,111.16,111.71,587493,722604.8,0.76,110.5,109.97,107.39,110.15,18,67.57,111.71,38.22,108.78,1,1,1,2,0,1,0,0,0,1,0.0715151700106559
1009,11/13:30,1h,NVO,Sell,Up,111.7,111.77,1.24,0.54,62.4,111.46,111.6,372746,693627.4,0.72,110.54,110.02,107.39,110.23,17,67.57,111.71,38.22,108.78,1,0,0,2,0,1,0,0,0,1,0.0799999815044998
1010,11/14:30,1h,NVO,Sell,Up,111.61,111.89,1.39,0.64,64.2,111.58,111.86,422369,662642.6,0.69,110.59,110.09,107.38,110.34,16,64.2,111.89,38.22,108.78,0,0,0,2,0,1,0,0,0,1,0.1034848762280802
1011,11/15:30,1h,NVO,Sell,Up,111.86,111.99,1.17,1.23,62.2,111.68,111.7,877567,714161.0,0.67,110.64,110.14,107.38,110.41,15,64.2,111.89,38.22,108.78,1,0,0,2,0,1,0,0,0,1,0.0772725885564824
2954,11/09:30,1h,RGTI,Sell,Up,7.95,7.96,42.28,4.12,73.22,5.84,6.2,172240995,41769005.6,0.56,5.08,3.92,2.17,4.36,21,85.44,6.63,73.22,5.84,1,0,0,2,0,0,0,0,0,1,0.093266660516913
2955,11/10:30,1h,RGTI,Sell,Up,6.19,6.65,45.0,0.8,75.61,5.8,6.47,35650324,44781622.6,0.58,5.21,3.99,2.2,4.46,20,85.44,6.63,73.22,5.84,1,0,0,2,0,1,0,0,0,1,0.1023030208818838
2956,11/11:30,1h,RGTI,Sell,Up,6.47,6.75,43.99,0.46,76.48,6.25,6.57,21540985,46407360.6,0.57,5.34,4.05,2.22,4.56,19,85.44,6.63,73.22,5.84,1,0,0,2,0,1,0,0,0,1,0.1027636383519023
